Dia,Desde,Hacia,Costo
Día 213,3,2,2288
Día 213,3,4,809
Día 213,3,5,447
Día 213,3,6,1027
Día 213,3,7,1281
Día 213,3,8,2727
Día 213,4,1,1061
Día 213,4,2,3363
Día 213,4,3,878
Día 213,4,5,1170
Día 213,4,6,2469
Día 213,4,7,430
Día 213,4,8,3260
Día 213,5,1,1180
Día 213,5,2,2846
Día 213,5,3,414
Día 213,5,4,1107
Día 213,5,6,1444
Día 213,5,7,1036
Día 213,5,8,2542
Día 213,6,1,2573
Día 213,6,2,1967
Día 213,6,3,1234
Día 213,6,4,2331
Día 213,6,5,1502
Día 213,6,7,3651
Día 213,6,8,3109
Día 213,7,1,558
Día 213,7,2,2152
Día 213,7,3,1361
Día 213,7,4,254
Día 213,7,5,1042
Día 213,7,6,3723
Día 213,7,8,3744
Día 213,8,1,2980
Día 213,8,2,3373
Día 213,8,3,2882
Día 213,8,4,3200
Día 213,8,5,2373
Día 213,8,6,3038
Día 213,8,7,3538
Día 214,1,2,3322
Día 214,1,3,1267
Día 214,1,4,1146
Día 214,1,5,1194
Día 214,1,6,2431
Día 214,1,7,245
Día 214,1,8,2738
Día 214,2,1,3073
Día 214,2,3,2305
Día 214,2,4,3197
Día 214,2,5,2869
Día 214,2,6,2133
Día 214,2,7,2158
Día 214,2,8,3381
Día 214,3,1,1155
Día 214,3,2,2319
Día 214,3,4,883
Día 214,3,5,563
Día 214,3,6,1004
Día 214,3,7,1335
Día 214,3,8,2724
Día 214,4,1,1151
Día 214,4,2,3037
Día 214,4,3,932
Día 214,4,5,1018
Día 214,4,6,2417
Día 214,4,7,247
Día 214,4,8,3026
Día 214,5,1,1346
Día 214,5,2,2602
Día 214,5,3,324
Día 214,5,4,1342
Día 214,5,6,1542
Día 214,5,7,1006
Día 214,5,8,2369
Día 214,6,1,2453
Día 214,6,2,2174
Día 214,6,3,1390
Día 214,6,4,2521
Día 214,6,5,1416
Día 214,6,7,3652
Día 214,6,8,3146
Día 214,7,1,247
Día 214,7,2,1952
Día 214,7,3,1212
Día 214,7,4,434
Día 214,7,5,1265
Día 214,7,6,3413
Día 214,7,8,3467
Día 214,8,1,2825
Día 214,8,2,3060
Día 214,8,3,2656
Día 214,8,4,3049
Día 214,8,5,2600
Día 214,8,6,3016
Día 214,8,7,3653
Día 215,1,2,3283
Día 215,1,3,1187
Día 215,1,4,1185
Día 215,1,5,1188
Día 215,1,6,2529
Día 215,1,7,535
Día 215,1,8,2614
Día 215,2,1,3027
Día 215,2,3,2484
Día 215,2,4,3151
Día 215,2,5,2719
Día 215,2,6,1931
Día 215,2,7,1906
Día 215,2,8,3186
Día 215,3,1,1258
Día 215,3,2,2545
Día 215,3,4,727
Día 215,3,5,283
Día 215,3,6,1073
Día 215,3,7,1264
Día 215,3,8,2861
Día 215,4,1,1352
Día 215,4,2,3388
Día 215,4,3,975
Día 215,4,5,1228
Día 215,4,6,2201
Día 215,4,7,497
Día 215,4,8,3388
Día 215,5,1,1295
Día 215,5,2,2775
Día 215,5,3,525
Día 215,5,4,1170
Día 215,5,6,1417
Día 215,5,7,1079
Día 215,5,8,2453
Día 215,6,1,2460
Día 215,6,2,2140
Día 215,6,3,1043
Día 215,6,4,2467
Día 215,6,5,1631
Día 215,6,7,3581
Día 215,6,8,3170
Día 215,7,1,367
Día 215,7,2,1949
Día 215,7,3,1076
Día 215,7,4,440
Día 215,7,5,1036
Día 215,7,6,3413
Día 215,7,8,3509
Día 215,8,1,2657
Día 215,8,2,3057
Día 215,8,3,2623
Día 215,8,4,3301
Día 215,8,5,2361
Día 215,8,6,3124
Día 215,8,7,3530
Día 216,1,2,3388
Día 216,1,3,1312
Día 216,1,4,1194
Día 216,1,5,1152
Día 216,1,6,2510
Día 216,1,7,548
Día 216,1,8,2755
Día 216,2,1,3100
Día 216,2,3,2205
Día 216,2,4,3140
Día 216,2,5,2707
Día 216,2,6,2160
Día 216,2,7,2091
Día 216,2,8,3154
Día 216,3,1,1236
Día 216,3,2,2468
Día 216,3,4,811
Día 216,3,5,587
Día 216,3,6,1400
Día 216,3,7,1299
Día 216,3,8,2602
Día 216,4,1,1043
Día 216,4,2,3282
Día 216,4,3,829
Día 216,4,5,1087
Día 216,4,6,2260
Día 216,4,7,232
Día 216,4,8,3066
Día 216,5,1,1019
Día 216,5,2,2789
Día 216,5,3,247
Día 216,5,4,1139
Día 216,5,6,1774
Día 216,5,7,1170
Día 216,5,8,2537
Día 216,6,1,2229
Día 216,6,2,2030
Día 216,6,3,1048
Día 216,6,4,2414
Día 216,6,5,1692
Día 216,6,7,3447
Día 216,6,8,3050
Día 216,7,1,342
Día 216,7,2,1902
Día 216,7,3,1330
Día 216,7,4,280
Día 216,7,5,1374
Día 216,7,6,3492
Día 216,7,8,3400
Día 216,8,1,2783
Día 216,8,2,3259
Día 216,8,3,2800
Día 216,8,4,3390
Día 216,8,5,2375
Día 216,8,6,3288
Día 216,8,7,3566
Día 217,1,2,3245
Día 217,1,3,1367
Día 217,1,4,1275
Día 217,1,5,1302
Día 217,1,6,2458
Día 217,1,7,533
Día 217,1,8,2823
Día 217,2,1,3177
Día 217,2,3,2493
Día 217,2,4,3352
Día 217,2,5,2921
Día 217,2,6,2189
Día 217,2,7,1953
Día 217,2,8,3059
Día 217,3,1,1107
Día 217,3,2,2415
Día 217,3,4,932
Día 217,3,5,337
Día 217,3,6,1082
Día 217,3,7,1119
Día 217,3,8,2996
Día 217,4,1,1157
Día 217,4,2,3383
Día 217,4,3,817
Día 217,4,5,1159
Día 217,4,6,2584
Día 217,4,7,314
Día 217,4,8,3032
Día 217,5,1,1288
Día 217,5,2,2967
Día 217,5,3,340
Día 217,5,4,1282
Día 217,5,6,1781
Día 217,5,7,1152
Día 217,5,8,2556
Día 217,6,1,2434
Día 217,6,2,2051
Día 217,6,3,1178
Día 217,6,4,2361
Día 217,6,5,1693
Día 217,6,7,3425
Día 217,6,8,3017
Día 217,7,1,580
Día 217,7,2,2135
Día 217,7,3,1163
Día 217,7,4,565
Día 217,7,5,1229
Día 217,7,6,3749
Día 217,7,8,3587
Día 217,8,1,2765
Día 217,8,2,3007
Día 217,8,3,2798
Día 217,8,4,3107
Día 217,8,5,2328
Día 217,8,6,3131
Día 217,8,7,3496
Día 218,1,2,3082
Día 218,1,3,1347
Día 218,1,4,1104
Día 218,1,5,1248
Día 218,1,6,2357
Día 218,1,7,581
Día 218,1,8,2854
Día 218,2,1,3222
Día 218,2,3,2373
Día 218,2,4,3058
Día 218,2,5,2600
Día 218,2,6,1911
Día 218,2,7,1905
Día 218,2,8,3131
Día 218,3,1,1153
Día 218,3,2,2282
Día 218,3,4,955
Día 218,3,5,507
Día 218,3,6,1373
Día 218,3,7,1288
Día 218,3,8,2632
Día 218,4,1,1002
Día 218,4,2,3096
Día 218,4,3,721
Día 218,4,5,1078
Día 218,4,6,2479
Día 218,4,7,391
Día 218,4,8,3273
Día 218,5,1,1184
Día 218,5,2,2950
Día 218,5,3,586
Día 218,5,4,1271
Día 218,5,6,1541
Día 218,5,7,1238
Día 218,5,8,2544
Día 218,6,1,2478
Día 218,6,2,2077
Día 218,6,3,1126
Día 218,6,4,2472
Día 218,6,5,1653
Día 218,6,7,3796
Día 218,6,8,3104
Día 218,7,1,454
Día 218,7,2,2070
Día 218,7,3,1019
Día 218,7,4,524
Día 218,7,5,1268
Día 218,7,6,3613
Día 218,7,8,3469
Día 218,8,1,2659
Día 218,8,2,3142
Día 218,8,3,2716
Día 218,8,4,3051
Día 218,8,5,2451
Día 218,8,6,3072
Día 218,8,7,3645
Día 219,1,2,3051
Día 219,1,3,1396
Día 219,1,4,1361
Día 219,1,5,1324
Día 219,1,6,2393
Día 219,1,7,324
Día 219,1,8,2945
Día 219,2,1,3077
Día 219,2,3,2279
Día 219,2,4,3140
Día 219,2,5,2823
Día 219,2,6,2139
Día 219,2,7,1949
Día 219,2,8,3047
Día 219,3,1,1361
Día 219,3,2,2409
Día 219,3,4,619
Día 219,3,5,343
Día 219,3,6,1360
Día 219,3,7,1381
Día 219,3,8,2854
Día 219,4,1,1003
Día 219,4,2,3107
Día 219,4,3,915
Día 219,4,5,1200
Día 219,4,6,2481
Día 219,4,7,325
Día 219,4,8,3253
Día 219,5,1,1245
Día 219,5,2,2729
Día 219,5,3,327
Día 219,5,4,1081
Día 219,5,6,1592
Día 219,5,7,1287
Día 219,5,8,2286
Día 219,6,1,2507
Día 219,6,2,1983
Día 219,6,3,1395
Día 219,6,4,2382
Día 219,6,5,1417
Día 219,6,7,3482
Día 219,6,8,3326
Día 219,7,1,308
Día 219,7,2,2200
Día 219,7,3,1379
Día 219,7,4,536
Día 219,7,5,1206
Día 219,7,6,3583
Día 219,7,8,3546
Día 219,8,1,2819
Día 219,8,2,3340
Día 219,8,3,2656
Día 219,8,4,3196
Día 219,8,5,2272
Día 219,8,6,3074
Día 219,8,7,3404
Día 220,1,2,3259
Día 220,1,3,1079
Día 220,1,4,1140
Día 220,1,5,1305
Día 220,1,6,2367
Día 220,1,7,470
Día 220,1,8,2726
Día 220,2,1,3166
Día 220,2,3,2432
Día 220,2,4,3377
Día 220,2,5,2822
Día 220,2,6,2029
Día 220,2,7,2145
Día 220,2,8,3098
Día 220,3,1,1317
Día 220,3,2,2358
Día 220,3,4,794
Día 220,3,5,478
Día 220,3,6,1313
Día 220,3,7,1111
Día 220,3,8,2833
Día 220,4,1,1269
Día 220,4,2,3398
Día 220,4,3,807
Día 220,4,5,1358
Día 220,4,6,2351
Día 220,4,7,562
Día 220,4,8,3272
Día 220,5,1,1181
Día 220,5,2,2881
Día 220,5,3,497
Día 220,5,4,1039
Día 220,5,6,1606
Día 220,5,7,1381
Día 220,5,8,2600
Día 220,6,1,2403
Día 220,6,2,1999
Día 220,6,3,1098
Día 220,6,4,2453
Día 220,6,5,1785
Día 220,6,7,3724
Día 220,6,8,3097
Día 220,7,1,496
Día 220,7,2,1909
Día 220,7,3,1328
Día 220,7,4,234
Día 220,7,5,1357
Día 220,7,6,3409
Día 220,7,8,3514
Día 220,8,1,2918
Día 220,8,2,3019
Día 220,8,3,2830
Día 220,8,4,3159
Día 220,8,5,2496
Día 220,8,6,3346
Día 220,8,7,3477
Día 221,1,2,3198
Día 221,1,3,1274
Día 221,1,4,1039
Día 221,1,5,1085
Día 221,1,6,2271
Día 221,1,7,208
Día 221,1,8,2822
Día 221,2,1,3206
Día 221,2,3,2489
Día 221,2,4,3272
Día 221,2,5,2768
Día 221,2,6,2037
Día 221,2,7,1901
Día 221,2,8,3372
Día 221,3,1,1058
Día 221,3,2,2221
Día 221,3,4,664
Día 221,3,5,544
Día 221,3,6,1174
Día 221,3,7,1349
Día 221,3,8,2721
Día 221,4,1,1364
Día 221,4,2,3396
Día 221,4,3,614
Día 221,4,5,1246
Día 221,4,6,2207
Día 221,4,7,406
Día 221,4,8,3139
Día 221,5,1,1192
Día 221,5,2,2823
Día 221,5,3,541
Día 221,5,4,1286
Día 221,5,6,1600
Día 221,5,7,1383
Día 221,5,8,2249
Día 221,6,1,2452
Día 221,6,2,1912
Día 221,6,3,1196
Día 221,6,4,2307
Día 221,6,5,1641
Día 221,6,7,3597
Día 221,6,8,3252
Día 221,7,1,434
Día 221,7,2,2096
Día 221,7,3,1222
Día 221,7,4,311
Día 221,7,5,1355
Día 221,7,6,3627
Día 221,7,8,3707
Día 221,8,1,2902
Día 221,8,2,3014
Día 221,8,3,2678
Día 221,8,4,3096
Día 221,8,5,2476
Día 221,8,6,3270
Día 221,8,7,3631
Día 222,1,2,3089
Día 222,1,3,1195
Día 222,1,4,1277
Día 222,1,5,1118
Día 222,1,6,2579
Día 222,1,7,438
Día 222,1,8,2700
Día 222,2,1,3191
Día 222,2,3,2285
Día 222,2,4,3217
Día 222,2,5,2991
Día 222,2,6,1901
Día 222,2,7,1984
Día 222,2,8,3204
Día 222,3,1,1062
Día 222,3,2,2376
Día 222,3,4,973
Día 222,3,5,554
Día 222,3,6,1236
Día 222,3,7,1161
Día 222,3,8,2927
Día 222,4,1,1356
Día 222,4,2,3090
Día 222,4,3,760
Día 222,4,5,1283
Día 222,4,6,2571
Día 222,4,7,375
Día 222,4,8,3276
Día 222,5,1,1135
Día 222,5,2,2832
Día 222,5,3,441
Día 222,5,4,1105
Día 222,5,6,1560
Día 222,5,7,1150
Día 222,5,8,2495
Día 222,6,1,2463
Día 222,6,2,1899
Día 222,6,3,1400
Día 222,6,4,2480
Día 222,6,5,1453
Día 222,6,7,3471
Día 222,6,8,3282
Día 222,7,1,508
Día 222,7,2,1833
Día 222,7,3,1005
Día 222,7,4,419
Día 222,7,5,1287
Día 222,7,6,3745
Día 222,7,8,3448
Día 222,8,1,2836
Día 222,8,2,3240
Día 222,8,3,2851
Día 222,8,4,3229
Día 222,8,5,2366
Día 222,8,6,3269
Día 222,8,7,3438
Día 223,1,2,3054
Día 223,1,3,1222
Día 223,1,4,1191
Día 223,1,5,1300
Día 223,1,6,2221
Día 223,1,7,435
Día 223,1,8,2794
Día 223,2,1,3124
Día 223,2,3,2510
Día 223,2,4,3318
Día 223,2,5,2613
Día 223,2,6,1864
Día 223,2,7,2158
Día 223,2,8,3397
Día 223,3,1,1211
Día 223,3,2,2295
Día 223,3,4,967
Día 223,3,5,299
Día 223,3,6,1136
Día 223,3,7,1351
Día 223,3,8,2749
Día 223,4,1,1303
Día 223,4,2,3114
Día 223,4,3,663
Día 223,4,5,1307
Día 223,4,6,2429
Día 223,4,7,598
Día 223,4,8,3152
Día 223,5,1,1127
Día 223,5,2,2628
Día 223,5,3,546
Día 223,5,4,1247
Día 223,5,6,1481
Día 223,5,7,1061
Día 223,5,8,2218
Día 223,6,1,2219
Día 223,6,2,2124
Día 223,6,3,1156
Día 223,6,4,2500
Día 223,6,5,1431
Día 223,6,7,3770
Día 223,6,8,3217
Día 223,7,1,584
Día 223,7,2,1939
Día 223,7,3,1231
Día 223,7,4,314
Día 223,7,5,1187
Día 223,7,6,3627
Día 223,7,8,3766
Día 223,8,1,2932
Día 223,8,2,3212
Día 223,8,3,2868
Día 223,8,4,3308
Día 223,8,5,2486
Día 223,8,6,3055
Día 223,8,7,3586
Día 224,1,2,3010
Día 224,1,3,1266
Día 224,1,4,1308
Día 224,1,5,1045
Día 224,1,6,2492
Día 224,1,7,449
Día 224,1,8,2808
Día 224,2,1,3365
Día 224,2,3,2316
Día 224,2,4,3382
Día 224,2,5,2909
Día 224,2,6,1809
Día 224,2,7,1924
Día 224,2,8,3202
Día 224,3,1,1002
Día 224,3,2,2286
Día 224,3,4,912
Día 224,3,5,205
Día 224,3,6,1194
Día 224,3,7,1053
Día 224,3,8,2873
Día 224,4,1,1089
Día 224,4,2,3203
Día 224,4,3,607
Día 224,4,5,1169
Día 224,4,6,2453
Día 224,4,7,587
Día 224,4,8,3284
Día 224,5,1,1087
Día 224,5,2,2634
Día 224,5,3,574
Día 224,5,4,1159
Día 224,5,6,1754
Día 224,5,7,1065
Día 224,5,8,2590
Día 224,6,1,2211
Día 224,6,2,2059
Día 224,6,3,1072
Día 224,6,4,2354
Día 224,6,5,1572
Día 224,6,7,3595
Día 224,6,8,3043
Día 224,7,1,479
Día 224,7,2,2137
Día 224,7,3,1101
Día 224,7,4,392
Día 224,7,5,1301
Día 224,7,6,3714
Día 224,7,8,3655
Día 224,8,1,2621
Día 224,8,2,3244
Día 224,8,3,2630
Día 224,8,4,3250
Día 224,8,5,2491
Día 224,8,6,3094
Día 224,8,7,3533
Día 225,1,2,3142
Día 225,1,3,1174
Día 225,1,4,1115
Día 225,1,5,1385
Día 225,1,6,2327
Día 225,1,7,317
Día 225,1,8,2621
Día 225,2,1,3366
Día 225,2,3,2249
Día 225,2,4,3135
Día 225,2,5,2687
Día 225,2,6,2071
Día 225,2,7,2195
Día 225,2,8,3290
Día 225,3,1,1076
Día 225,3,2,2593
Día 225,3,4,858
Día 225,3,5,548
Día 225,3,6,1240
Día 225,3,7,1070
Día 225,3,8,2895
Día 225,4,1,1207
Día 225,4,2,3390
Día 225,4,3,659
Día 225,4,5,1375
Día 225,4,6,2273
Día 225,4,7,321
Día 225,4,8,3022
Día 225,5,1,1149
Día 225,5,2,2622
Día 225,5,3,490
Día 225,5,4,1169
Día 225,5,6,1612
Día 225,5,7,1071
Día 225,5,8,2254
Día 225,6,1,2515
Día 225,6,2,2086
Día 225,6,3,1317
Día 225,6,4,2562
Día 225,6,5,1550
Día 225,6,7,3432
Día 225,6,8,3370
Día 225,7,1,488
Día 225,7,2,1928
Día 225,7,3,1365
Día 225,7,4,556
Día 225,7,5,1320
Día 225,7,6,3754
Día 225,7,8,3417
Día 225,8,1,2720
Día 225,8,2,3305
Día 225,8,3,2668
Día 225,8,4,3059
Día 225,8,5,2251
Día 225,8,6,3140
Día 225,8,7,3683
Día 226,1,2,3219
Día 226,1,3,1390
Día 226,1,4,1233
Día 226,1,5,1090
Día 226,1,6,2518
Día 226,1,7,308
Día 226,1,8,2766
Día 226,2,1,3265
Día 226,2,3,2439
Día 226,2,4,3100
Día 226,2,5,2781
Día 226,2,6,1971
Día 226,2,7,1832
Día 226,2,8,3383
Día 226,3,1,1019
Día 226,3,2,2297
Día 226,3,4,791
Día 226,3,5,317
Día 226,3,6,1097
Día 226,3,7,1296
Día 226,3,8,2747
Día 226,4,1,1389
Día 226,4,2,3200
Día 226,4,3,958
Día 226,4,5,1347
Día 226,4,6,2389
Día 226,4,7,533
Día 226,4,8,3214
Día 226,5,1,1054
Día 226,5,2,2779
Día 226,5,3,509
Día 226,5,4,1061
Día 226,5,6,1757
Día 226,5,7,1114
Día 226,5,8,2248
Día 226,6,1,2597
Día 226,6,2,1976
Día 226,6,3,1152
Día 226,6,4,2299
Día 226,6,5,1589
Día 226,6,7,3727
Día 226,6,8,3390
Día 226,7,1,326
Día 226,7,2,1827
Día 226,7,3,1091
Día 226,7,4,579
Día 226,7,5,1230
Día 226,7,6,3408
Día 226,7,8,3680
Día 226,8,1,2603
Día 226,8,2,3341
Día 226,8,3,2642
Día 226,8,4,3133
Día 226,8,5,2484
Día 226,8,6,3114
Día 226,8,7,3523
Día 227,1,2,3203
Día 227,1,3,1320
Día 227,1,4,1286
Día 227,1,5,1048
Día 227,1,6,2508
Día 227,1,7,396
Día 227,1,8,2770
Día 227,2,1,3285
Día 227,2,3,2526
Día 227,2,4,3046
Día 227,2,5,2601
Día 227,2,6,1933
Día 227,2,7,1855
Día 227,2,8,3380
Día 227,3,1,1123
Día 227,3,2,2491
Día 227,3,4,992
Día 227,3,5,206
Día 227,3,6,1170
Día 227,3,7,1322
Día 227,3,8,2971
Día 227,4,1,1227
Día 227,4,2,3204
Día 227,4,3,667
Día 227,4,5,1202
Día 227,4,6,2469
Día 227,4,7,365
Día 227,4,8,3147
Día 227,5,1,1130
Día 227,5,2,2900
Día 227,5,3,247
Día 227,5,4,1033
Día 227,5,6,1487
Día 227,5,7,1081
Día 227,5,8,2522
Día 227,6,1,2511
Día 227,6,2,2044
Día 227,6,3,1123
Día 227,6,4,2272
Día 227,6,5,1523
Día 227,6,7,3723
Día 227,6,8,3282
Día 227,7,1,527
Día 227,7,2,1914
Día 227,7,3,1319
Día 227,7,4,279
Día 227,7,5,1209
Día 227,7,6,3544
Día 227,7,8,3684
Día 227,8,1,2776
Día 227,8,2,3120
Día 227,8,3,2931
Día 227,8,4,3331
Día 227,8,5,2348
Día 227,8,6,3250
Día 227,8,7,3448
Día 228,1,2,3283
Día 228,1,3,1040
Día 228,1,4,1264
Día 228,1,5,1122
Día 228,1,6,2270
Día 228,1,7,486
Día 228,1,8,2673
Día 228,2,1,3311
Día 228,2,3,2260
Día 228,2,4,3124
Día 228,2,5,2605
Día 228,2,6,2022
Día 228,2,7,2182
Día 228,2,8,3070
Día 228,3,1,1364
Día 228,3,2,2447
Día 228,3,4,714
Día 228,3,5,433
Día 228,3,6,1149
Día 228,3,7,1087
Día 228,3,8,2698
Día 228,4,1,1308
Día 228,4,2,3263
Día 228,4,3,656
Día 228,4,5,1023
Día 228,4,6,2418
Día 228,4,7,501
Día 228,4,8,3336
Día 228,5,1,1113
Día 228,5,2,2806
Día 228,5,3,586
Día 228,5,4,1207
Día 228,5,6,1755
Día 228,5,7,1123
Día 228,5,8,2305
Día 228,6,1,2410
Día 228,6,2,1840
Día 228,6,3,1377
Día 228,6,4,2497
Día 228,6,5,1532
Día 228,6,7,3787
Día 228,6,8,3258
Día 228,7,1,482
Día 228,7,2,2133
Día 228,7,3,1190
Día 228,7,4,539
Día 228,7,5,1074
Día 228,7,6,3493
Día 228,7,8,3625
Día 228,8,1,2637
Día 228,8,2,3077
Día 228,8,3,2639
Día 228,8,4,3116
Día 228,8,5,2404
Día 228,8,6,3171
Día 228,8,7,3484
Día 229,1,2,3043
Día 229,1,3,1252
Día 229,1,4,1048
Día 229,1,5,1233
Día 229,1,6,2345
Día 229,1,7,534
Día 229,1,8,2964
Día 229,2,1,3261
Día 229,2,3,2575
Día 229,2,4,3072
Día 229,2,5,2889
Día 229,2,6,2076
Día 229,2,7,1906
Día 229,2,8,3009
Día 229,3,1,1078
Día 229,3,2,2316
Día 229,3,4,881
Día 229,3,5,512
Día 229,3,6,1109
Día 229,3,7,1058
Día 229,3,8,2930
Día 229,4,1,1326
Día 229,4,2,3142
Día 229,4,3,767
Día 229,4,5,1083
Día 229,4,6,2393
Día 229,4,7,577
Día 229,4,8,3372
Día 229,5,1,1292
Día 229,5,2,2921
Día 229,5,3,573
Día 229,5,4,1138
Día 229,5,6,1738
Día 229,5,7,1073
Día 229,5,8,2370
Día 229,6,1,2469
Día 229,6,2,1953
Día 229,6,3,1168
Día 229,6,4,2500
Día 229,6,5,1548
Día 229,6,7,3742
Día 229,6,8,3190
Día 229,7,1,321
Día 229,7,2,1985
Día 229,7,3,1033
Día 229,7,4,340
Día 229,7,5,1171
Día 229,7,6,3518
Día 229,7,8,3618
Día 229,8,1,2924
Día 229,8,2,3368
Día 229,8,3,2837
Día 229,8,4,3062
Día 229,8,5,2473
Día 229,8,6,3277
Día 229,8,7,3746
Día 230,1,2,3283
Día 230,1,3,1117
Día 230,1,4,1084
Día 230,1,5,1025
Día 230,1,6,2352
Día 230,1,7,444
Día 230,1,8,2637
Día 230,2,1,3020
Día 230,2,3,2218
Día 230,2,4,3321
Día 230,2,5,2656
Día 230,2,6,1884
Día 230,2,7,1937
Día 230,2,8,3320
Día 230,3,1,1391
Día 230,3,2,2225
Día 230,3,4,928
Día 230,3,5,266
Día 230,3,6,1145
Día 230,3,7,1169
Día 230,3,8,2772
Día 230,4,1,1019
Día 230,4,2,3114
Día 230,4,3,991
Día 230,4,5,1382
Día 230,4,6,2338
Día 230,4,7,584
Día 230,4,8,3299
Día 230,5,1,1022
Día 230,5,2,2967
Día 230,5,3,481
Día 230,5,4,1323
Día 230,5,6,1530
Día 230,5,7,1164
Día 230,5,8,2520
Día 230,6,1,2316
Día 230,6,2,2079
Día 230,6,3,1189
Día 230,6,4,2523
Día 230,6,5,1744
Día 230,6,7,3715
Día 230,6,8,3389
Día 230,7,1,298
Día 230,7,2,2105
Día 230,7,3,1168
Día 230,7,4,448
Día 230,7,5,1400
Día 230,7,6,3608
Día 230,7,8,3771
Día 230,8,1,2736
Día 230,8,2,3220
Día 230,8,3,2782
Día 230,8,4,3210
Día 230,8,5,2459
Día 230,8,6,3223
Día 230,8,7,3468
Día 231,1,2,3314
Día 231,1,3,1382
Día 231,1,4,1396
Día 231,1,5,1191
Día 231,1,6,2519
Día 231,1,7,226
Día 231,1,8,2948
Día 231,2,1,3066
Día 231,2,3,2480
Día 231,2,4,3094
Día 231,2,5,2871
Día 231,2,6,2180
Día 231,2,7,1987
Día 231,2,8,3387
Día 231,3,1,1000
Día 231,3,2,2523
Día 231,3,4,620
Día 231,3,5,247
Día 231,3,6,1035
Día 231,3,7,1169
Día 231,3,8,2668
Día 231,4,1,1341
Día 231,4,2,3236
Día 231,4,3,609
Día 231,4,5,1175
Día 231,4,6,2346
Día 231,4,7,287
Día 231,4,8,3124
Día 231,5,1,1318
Día 231,5,2,2670
Día 231,5,3,314
Día 231,5,4,1091
Día 231,5,6,1699
Día 231,5,7,1054
Día 231,5,8,2274
Día 231,6,1,2539
Día 231,6,2,2032
Día 231,6,3,1279
Día 231,6,4,2529
Día 231,6,5,1616
Día 231,6,7,3552
Día 231,6,8,3112
Día 231,7,1,551
Día 231,7,2,1823
Día 231,7,3,1218
Día 231,7,4,410
Día 231,7,5,1047
Día 231,7,6,3471
Día 231,7,8,3424
Día 231,8,1,2950
Día 231,8,2,3352
Día 231,8,3,2619
Día 231,8,4,3071
Día 231,8,5,2232
Día 231,8,6,3046
Día 231,8,7,3675
Día 232,1,2,3364
Día 232,1,3,1191
Día 232,1,4,1166
Día 232,1,5,1345
Día 232,1,6,2584
Día 232,1,7,339
Día 232,1,8,2964
Día 232,2,1,3140
Día 232,2,3,2207
Día 232,2,4,3305
Día 232,2,5,2748
Día 232,2,6,2163
Día 232,2,7,2050
Día 232,2,8,3140
Día 232,3,1,1110
Día 232,3,2,2582
Día 232,3,4,771
Día 232,3,5,343
Día 232,3,6,1177
Día 232,3,7,1063
Día 232,3,8,2707
Día 232,4,1,1362
Día 232,4,2,3188
Día 232,4,3,853
Día 232,4,5,1002
Día 232,4,6,2295
Día 232,4,7,456
Día 232,4,8,3050
Día 232,5,1,1100
Día 232,5,2,2612
Día 232,5,3,566
Día 232,5,4,1365
Día 232,5,6,1717
Día 232,5,7,1348
Día 232,5,8,2427
Día 232,6,1,2286
Día 232,6,2,1802
Día 232,6,3,1226
Día 232,6,4,2322
Día 232,6,5,1416
Día 232,6,7,3506
Día 232,6,8,3395
Día 232,7,1,559
Día 232,7,2,2191
Día 232,7,3,1311
Día 232,7,4,410
Día 232,7,5,1239
Día 232,7,6,3504
Día 232,7,8,3532
Día 232,8,1,2945
Día 232,8,2,3047
Día 232,8,3,2972
Día 232,8,4,3157
Día 232,8,5,2221
Día 232,8,6,3188
Día 232,8,7,3441
Día 233,1,2,3053
Día 233,1,3,1152
Día 233,1,4,1262
Día 233,1,5,1258
Día 233,1,6,2230
Día 233,1,7,384
Día 233,1,8,2994
Día 233,2,1,3145
Día 233,2,3,2454
Día 233,2,4,3226
Día 233,2,5,2750
Día 233,2,6,1963
Día 233,2,7,2125
Día 233,2,8,3349
Día 233,3,1,1383
Día 233,3,2,2567
Día 233,3,4,820
Día 233,3,5,499
Día 233,3,6,1302
Día 233,3,7,1175
Día 233,3,8,2791
Día 233,4,1,1189
Día 233,4,2,3364
Día 233,4,3,778
Día 233,4,5,1209
Día 233,4,6,2355
Día 233,4,7,368
Día 233,4,8,3190
Día 233,5,1,1097
Día 233,5,2,2981
Día 233,5,3,302
Día 233,5,4,1364
Día 233,5,6,1565
Día 233,5,7,1113
Día 233,5,8,2252
Día 233,6,1,2475
Día 233,6,2,2084
Día 233,6,3,1336
Día 233,6,4,2442
Día 233,6,5,1631
Día 233,6,7,3548
Día 233,6,8,3033
Día 233,7,1,527
Día 233,7,2,1986
Día 233,7,3,1036
Día 233,7,4,541
Día 233,7,5,1188
Día 233,7,6,3682
Día 233,7,8,3752
Día 233,8,1,2762
Día 233,8,2,3177
Día 233,8,3,2774
Día 233,8,4,3252
Día 233,8,5,2559
Día 233,8,6,3193
Día 233,8,7,3507
Día 234,1,2,3073
Día 234,1,3,1169
Día 234,1,4,1393
Día 234,1,5,1075
Día 234,1,6,2319
Día 234,1,7,508
Día 234,1,8,2753
Día 234,2,1,3144
Día 234,2,3,2344
Día 234,2,4,3288
Día 234,2,5,2894
Día 234,2,6,1917
Día 234,2,7,2047
Día 234,2,8,3343
Día 234,3,1,1140
Día 234,3,2,2328
Día 234,3,4,706
Día 234,3,5,402
